publisher,owners
Net Games Distribution LTD,500000
Sparkypants Studios LLC,500000
"IDEA FACTORY Co., Ltd.",500000
Northway Games,500000
Housemarque,500000
nanos GbR,500000
Uber Entertainment,500000
None,500000
AGC,500000
ESTsoft Inc.,500000
EQG,500000
Dream Reactor,500000
Drift Physics Crew,500000
Spiritwalk Games,500000
Dreamworlds,500000
KITATUS,500000
Osumia Games,500000
Shumkov Dmitriy,500000
Twisted Tree,500000
Downpour Interactive,500000
Terrible Posture Games LLC,500000
Freakinware Limited,500000
APL Publishing Ltd.,500000
Shifty Chair Games,500000
Psyop Games,500000
Free Candy Games,500000
Hovgaard Games,500000
Pujia8 Studio,500000
KITATUS STUDIOS,500000
Two Tribes,500000
ELYLAND  INVESTMENT COMPANY Ltd,500000
DistrictTeam,500000
E-Line Media,500000
like Charlie,500000
DyingCat,500000
Johannes Eski,500000
AIGRIND,500000
Project tranquil,500000
Antanas Marcelionis,500000
Anteater Games,500000
Droqen's Games,500000
Duion,500000
Frogmind,500000
Orange Juice Dog,500000
Night School Studio,500000
KK Game Studio,500000
Night Node Software,500000
Night Node,500000
Spaces of Play,500000
NextNinja,500000
"Oddworld Inhabitants, Inc.",500000
SouKing,500000
Fiveamp,500000
82 Apps,500000
Instinct Software Ltd.,500000
Insanity Games,500000
Necrophone Games,500000
Everything Unlimited Ltd.,500000
treeform,500000
Alberto Herrera,500000
Icy Donut,500000
Obsidian Entertainment,500000
Tigerish Games,500000
Infernum Productions AG,500000
eigoMANGA,500000
Exor Studios,500000
Aldin Dynamics,500000
takk,500000
Afterthought LLC,500000
rdt.32,500000
Against Gravity®,500000
Aleksey Abramenko,500000
Asteristic Game Studio,500000
Pixel Theory Games,500000
ObsessionSoft,500000
Killmonday Games AB,500000
Holy Warp,500000
Finish Line Games,500000
Define Human Studios,500000
"team BitClub , Sunken Treasure Games",500000
Asteroid Base,500000
The Quinnspiracy,500000
INNOTEG LLC,500000
Erik Svedäng AB,500000
Smilegate West,500000
Over The Top Games,500000
Pokshevanov Pavel,500000
Acid Wizard Studio,500000
Fifth One,500000
Space Wedgie,500000
IllFonic,500000
Thing Trunk,500000
Adriaan de Jongh,500000
Fayju,500000
Asymmetric,500000
Thomas Bowker,500000
Sorath,500000
Thorngames,500000
Alister Software,500000
Overgroup,500000
Snaggletooth Studios,500000
Unigine Corp.,500000
IndiePub,500000
Sacada,490000
W.T.B.,480000
Toge Productions,480000
YFC games,470000
DotEmu,470000
Absolutist Ltd.,470000
Cats Who Play,470000
SMU Guildhall,470000
Garnudo Games,470000
Henteko Doujin,470000
RunServer,470000
Piko Interactive LLC,460000
"Konami Digital Entertainment, Inc.",460000
Zojoi,460000
AEY Inc. ,450000
Kitfox Games,450000
Interplay Entertainment Corp.,450000
TreeFortress Games,450000
DeXP,450000
Interplay Inc.,450000
Anatoliy Loginovskikh,450000
Metal Fox,440000
Shaman Games Studio,440000
rondomedia GmbH,440000
Kagura Games,440000
Crescent Moon Games,440000
Xitilon,440000
Vaka Game Magazine,440000
IndieLip,430000
Yai Gameworks,430000
Agafonoff,420000
KHB-Soft,420000
Stereo7 Games,420000
Mousechief,420000
Warfare Studios,420000
Screen 7,420000
BadLand Publishing,420000
Crazy Monkey Studios,420000
3 Sprockets,420000
Neko Entertainment,420000
Ocean Media LLC,420000
SC Jogos,420000
Zero Rock Entertainment,420000
Glass Bottom Games,420000
Zeiva Inc,410000
Immanitas Entertainment GmbH,410000
Assemble Entertainment,410000
Games Farm,400000
"Gamepot, Inc.",400000
Gamestorming,400000
WildTangent,400000
Ice-Pick Lodge,400000
JoyMasher,400000
WTFOMGames,400000
Subatomic Studios LLC,400000
EightyEightGames,400000
Primitive Studio,400000
Rock Path Collective,400000
Random Seed Games,400000
Phr00t's Software,400000
The_Kiddy,400000
dotBunny,400000
Wastelands Interactive,390000
Dogenzaka Lab,390000
0Cube,390000
Clickteam,390000
Tale of Tales,390000
Kiddy,390000
AFBIK Studio,380000
Night Dreams Studio,380000
Serenity Forge,380000
KEMCO,380000
Bmc Studio,380000
Wonderbox Games,380000
Wholetone Games,380000
MoeNovel,370000
Fantasy Flight Games,370000
Maximum Games,370000
Anate Studio,370000
N3V Games,360000
inkle Ltd,360000
iWin,360000
WhackAKey Games,360000
baKno Games,360000
familyplay,360000
Crew Lab,350000
Badim,350000
ND Games,350000
DnS Development,350000
Boogygames Studios,350000
Illwinter Game Design,350000
"D3Publisher of America, Inc.",350000
RedFox Games,350000
Akella,350000
Yume Creations,350000
momoStorm Entertainment,350000
Anarchy Enterprises,350000
Puzzler,350000
Narko Games,340000
Simulators Live,340000
Proximity Games,340000
8floor,340000
Surefire.Games,340000
Hitcents,340000
rokaplay,340000
Retro Army Limited,340000
DLsite,330000
vadimalexepta,330000
oblomysh,330000
NHTV Breda University of Applied Sciences,320000
Giant Fox Studios,320000
KrupinskiArt,320000
FHYX（凤凰游戏）,320000
VRS,320000
Gamenesis,320000
Vive Studios,320000
Krealit,320000
SKH Apps,320000
Herrero Games,320000
Trese Brothers,320000
Screenwave Media,320000
Interplay,320000
hallunazigames,320000
New Blood Interactive,320000
Ivanovich Games,320000
Hamster On Coke Games,320000
Love Conquers All Games,320000
ZOV GAME STUDIO,320000
Petroglyph,320000
Studio Evil,320000
PlayFirst,320000
Google Inc.,320000
tengenstudio,310000
Game for people,310000
Shorebound Studios,310000
3000AD,310000
OnSkull Games,310000
Pelican Party Studios,300000
Enlight Software Limited,300000
"Wevr, Inc.",300000
Game Factory Interactive,300000
Farsky Interactive,300000
MoaCube,300000
AZAMATIKA,300000
Kavcom,300000
Blind Mind Studios,300000
Idea Cabin,300000
Flow Fire Games,300000
Brigham Young University,300000
BattleGoat Studios,300000
Freehold Games,300000
Axis Games,300000
White Wizard Games,300000
Psychotic Psoftware,300000
I-Illusions,300000
App Holdings,300000
State of Play Games,300000
Ragequit Corporation,300000
Frogdice,300000
Kisareth Studios,290000
Exordium Games,290000
Educational Games,290000
INDIECN,290000
XGen Studios,290000
CoaguCo Industries,290000
Knuckle Cracker,290000
phime studio LLC,290000
Almighty Games,290000
Krome Studios,290000
Frogames,280000
Deceptive Games,280000
EJRGames,280000
Andy Jurko,280000
Skobbejak Games,270000
Aterdux Entertainment,270000
Lupus Studios Limited,270000
Neoclassic Games,270000
From Soy Sauce LLC,270000
Mykhail Konokh,270000
City Interactive S.A.,270000
Stegalosaurus Game Development,270000
Nuno Donato,270000
Sleepy Duck,270000
Auroch Digital,270000
Klabater,270000
Stas Shostak,270000
Iceflake Studios,270000
Indietopia Games ,270000
Wired Productions,270000
Anti-Ded GameDev,270000
Freedomize Studio,270000
Aleksandr Golovkin,270000
Mojang,270000
"Sports Mogul, Inc.",260000
Microïds Indie,260000
The Digital Lounge,260000
Vysoko Anime Production,260000
Fun Infused Games,260000
Real Fighting,260000
Gem Rose Accent,260000
Talking About Media,260000
Dymchick1,260000
Antizero company,260000
Ian Campbell,250000
PIXOWL INC.,250000
甲山林娛樂股份有限公司,250000
Sluggerfly,250000
TopWare Interactive ACE,250000
Blaze Epic,250000
Iron Tower Studio,250000
astragon Entertainment ,250000
Loren Lemcke,250000
Chasing Carrots,250000
Crunchy Leaf Games,250000
SubaGames,250000
Linden Lab,250000
Bugbyte Ltd.,250000
David Wehle,250000
"Revival Productions, LLC",250000
North of Earth,250000
Lupiesoft,250000
Nova Dimension,250000
Nitro Games,250000
"L＆K CO., LTD",250000
Extrokold Games,250000
Question,250000
Stray Fawn Studio,250000
Fuero Games,250000
Anamik Majumdar,250000
Cubic Pie,250000
rokapublish,250000
Brawsome,250000
DNVR Prod,250000
"Forthright Entertainment, LLC",250000
Fury Games Production,240000
Grey Alien Games,240000
Rubicon Development,240000
Cloak and Dagger Games,240000
DreamsSoftGames,240000
SmartHart Games,240000
TurnVex,240000
Springloaded,240000
Sony Pictures Virtual Reality,240000
Analgesic Productions,240000
Crytivo,240000
Chilled Mouse,240000
Mastiff,240000
Starwind Games,240000
Yash Future Tech Solutions Pvt Ltd,240000
Devdan Games,240000
Handelabra Games Inc.,240000
First Games Interactive,240000
LookAtMyGame,240000
Konsordo,240000
Eternity Studios,240000
ORiGO GAMES,240000
Popcannibal,240000
Playloft,240000
Hello There AB,240000
Santa Ragione,240000
Dio Alias Games,240000
Fabio Cunha,240000
Indie Voyage,240000
Adam DeLease,240000
Argonauts Interactive,240000
"FAT BOMB STUDIOS, LLC",240000
Majorariatto,240000
OtakuMaker.com,240000
橙光游戏,230000
Mikhail Melnikov,230000
QuickSave,230000
2tainment GmbH,230000
Survios,220000
Power Up to Maximum,220000
Pixel Federation,220000
Abylight Studios,220000
Micro Factory Games,220000
"Tilted Mill Entertainment, Inc.",220000
Noumenon Games,220000
Notus Games Ltd,220000
Glowstick Entertainment,220000
Phosphor Games,220000
Valera Entertainment,220000
Paul Schneider,220000
HIKARI FIELD,220000
Michael Todd Games,220000
Endlessfluff Games,220000
Kobra Studio,220000
Akim Games,220000
Grizzly Wolf Games LLC,220000
Mana Potion Studios,220000
IronEqual,220000
Wolverine Studios,220000
Rival Games Ltd,220000
Blaiz Entertainment,220000
Носков Сергей,220000
Butterscotch Shenanigans,220000
BumpkinBrothers,220000
stariy8419,220000
Alliance,220000
Team Eleven,220000
"Acceleroto, Inc.",220000
Felix Wunderlich,220000
Phanom Games,220000
Robot Riot UG (haftungsbeschränkt),220000
Robot Loves Kitty,220000
Alternative Software Ltd,220000
"INTI CREATES CO., LTD.",220000
NEZOS GAMES,220000
Flamebait Games,220000
ImageCode,220000
Etter Studio,220000
Squid In A Box Ltd,220000
Kormishenkov Anton,220000
VladCastillo,220000
Vectorpark,220000
Artery Games,220000
BisquitPlay,220000
Technomancy Studios,220000
3BLACKDOT,220000
Beatnik Games,220000
Junkfish Limited,220000
Liens,220000
Lazy Monday Ltd,220000
DYA Games,220000
Joshua Hughes,220000
DTP Entertainment,220000
NewWestGames,220000
MuHa Games,220000
iBlackpen,220000
Anvate Games,220000
Dmytry Lavrov,220000
Lightsoutgames,220000
www.Spellbook.com,220000
Sinclair Strange,220000
Russpuppy,220000
SIFAKA DIGITAL,220000
Computer Lunch,220000
Tate Multimedia,220000
Pill Bug Interactive,220000
Clarus Victoria,220000
2dengine,220000
NotGames,220000
Studio Bean,220000
Leiting Interactive,220000
Skydance Interactive,220000
Tonguç Bodur,220000
JDRumble,220000
Wargaming.net,220000
Hammerfall Publishing,220000
Big Ant Studios,210000
7DOTS,210000
Throwback Entertainment,210000
Chess no choke games,210000
CAT IN JAR GAMES,200000
Targem Games,200000
"CAPCOM U.S.A., INC.",200000
FX Games Media,200000
"CFK Co., Ltd.",200000
Three Flip Studios,200000
Victor Möller,200000
Untame,200000
Cowardly Creations,200000
Trilum Studios,200000
Dmitry Medvedev,200000
Limasse Five,200000
Jonathan BRASSAUD,200000
Haydee Interactive,200000
Suits & Sandals,200000
Firebrand Games,200000
Improx Games,200000
Mediatonic,200000
Utopia Dream Entertainment Alliance (Pty) Ltd - South Africa,200000
Witch Beam,200000
Dumativa Creative Studio,200000
Tyler Glaiel,200000
Corroding Games,200000
SpikySnail,200000
Demon Wagon Studios,200000
Cadence Games,200000
Cornfox & Bros.,200000
SeithCG,200000
Vivid Games S.A.,200000
DIAMOND FOX,200000
Laserboys3000,200000
"Riposte Games & Co, Inc",200000
Kinto Games LLC,200000
John Wizard,200000
Brian Cronin,200000
Tartezal Holdings Ltd.,200000
Frogsong Studios AB,200000
Silver Cow Studio,200000
Tactic Studios Inc.,200000
Headup Games ,200000
Cosmo D Studios,200000
Manic Game Studios,200000
SFB Games,200000
Deli Interactive LLC,200000
Fox Dawn,200000
Thomas Happ Games LLC,200000
Dorado Games,200000
Team Murder,200000
Somi,200000
Fate Dragon Studio,200000
Cyan Worlds ,200000
Just Amusing Myself Studios,200000
BrineTeam,200000
Shield Break Studios,200000
Kokua Games,200000
FelGC.GamesDevelopment,200000
Dovetail Games - TSW,200000
Tamationgames,200000
Just Fishing LLC,200000
The Yogscast,200000
Greens s.r.o.,200000
Daylight Studios,200000
Frima Studio,200000
Funselektor Labs Inc.,200000
Koga Tech Limited,200000
Team Indev,200000
Subspace Continuum,200000
Ice Code Games,200000
Lemonsucker Games,200000
Game Developer X,200000
Human Head Studios,200000
Konami Digital Entertainement GmbH,200000
Cyan Inc.,200000
BrashMonkey,200000
Imperium42® Game Studio,200000
Triple.B.Titles,200000
Terrible Toybox,200000
Viking Tao,200000
Light Echo,200000
Drool,200000
SMP,200000
The Sleeping Machine,200000
Stephane Bottin,200000
Icetesy SPRL,200000
David Williamson,200000
Lei,200000
Creepy Jar,200000
Gaddy Games,200000
Masangsoft,200000
Cultura guru,200000
Stygian Software,200000
Maschinen-Mensch,200000
Crema,200000
Gadget Games,200000
Tequila Works,200000
Steve Gabry,200000
Rosebud Games,200000
Disparity Games,200000
"Shanghai JingCai Computer Software Development Co., Ltd",200000
Envision Entertainment,200000
Climax Group,200000
Toasty Leaf AB,200000
Epic Games,200000
DiP Online,200000
Homewreckers Studio,200000
Flying Helmet Games,200000
TEAM101,200000
Digital Tentacle,200000
"Eek! Games, LLC",200000
Satur Entertainment,200000
Helmet Games,200000
Studio GPBeta,200000
"Rock Wall Games, LLC",200000
Ionized Games,200000
Flatbox Studios LLC,200000
TERNOX,200000
IonFX Studios,200000
Ediogames,200000
LUCKY GIRLS LIMITED,200000
INSTEAD Community,200000
Keinart Lobre,200000
Dikobraz Games,200000
Kacper Stasiełuk,200000
Underdog Games,200000
Guy Godin,200000
TEAM HORAY,200000
Kalypso Media,200000
Hong Kong Netease Interactive Entertainment Limited,200000
Cleversan Software,200000
Luminy Studios,200000
Lukas Rustemeyer,200000
Roope Tamminen,200000
Studio 397,200000
Dicesuki,200000
Tomkorp Computer Solutions Inc.,200000
Shadow Masters,200000
Valsar,200000
Hopoo Games,200000
TeamWaterFly,200000
"Gearbox Software, LLC",200000
Dan Walters,200000
TB Games,200000
JH12world,200000
JIW-Games,200000
Roman Makhmutov,200000
ShadowShifters,200000
Elven Workshop,200000
Top Right Corner,200000
Synnergy Circle Games,200000
Serkan Bakar,200000
Rogue Earth LLC,200000
Digital Dawn Studios,200000
ShadowWolf Games,200000
Scarlet String Studios,200000
Kubold,200000
StrangeLight Games,200000
"Little Flag Software, LLC",200000
United Soft Media,200000
Robert Yang,200000
Infinite Monkeys Entertainment Ltd.,200000
Sandbox Interactive GmbH,200000
CarX Technologies,200000
Simogo,200000
Laminar Research,200000
Infinitap Games,200000
Glacier Labs,200000
IR Studio,200000
Llama Software,200000
"Capcom U.S.A., Inc.",200000
Capcom Co. Ltd,200000
Treasure,200000
Strange Loop Games,200000
"Forward Global Group, Ltd.",200000
Magic Pixel Kft.,200000
Dennis Esie,200000
Texel Raptor,200000
Leafy Games,200000
Softwaves Dist.,200000
Coredumping,200000
"Disney Platform Distribution, Inc.",200000
Indimo Labs LLC,200000
Ritual Entertainment,200000
Mail.Ru,200000
Extend Studio,200000
Spicy Horse Games,200000
TT Games,200000
Whybe Online,200000
IPBuilders,200000
Lord_Loej,200000
WOLCEN Studio,200000
WMY Studio,200000
Smolders,200000
Essence Ltd.,200000
SmoleVN,200000
Sirhaian,200000
Sir Bedlam Productions,200000
Javelin OÜ,200000
Casual.US,200000
Sindiecate Arts,200000
ColdGames,200000
East Side Games,200000
Castro Brothers,200000
DONTNOD ELEVEN,200000
Fomochkina Margarita,200000
WAX Publishing,200000
Casioqu,200000
The Binary Mill,200000
GAMESinFLAMES,200000
Lace Games,200000
Kremlingames,200000
Carmine T. Guida,200000
TSS Studio,200000
IOSoccer Team,200000
Empires,200000
Console Classics,200000
Playboom,200000
Xiotex Studios Ltd,200000
Modern Visual Arts Laboratory,200000
89AM Studio,200000
7th Beat Games,200000
pheenix93,200000
NetEase Games,200000
MyACG Studio,200000
Nuke Nine,200000
Nowhere Studios,200000
oddonegames,200000
Blue Bottle Games,200000
"ZiMAD, Inc.",200000
"AltspaceVR, Inc.",200000
Pixel Ferrets,200000
AmberTail,200000
猫薄荷制作组,200000
Badland Studio,200000
Zero Gravity,200000
Prideful Sloth,200000
Overhype Studios,200000
MyLifeGame.RU,200000
Neon Green Pin Games,200000
 Wargaming Group Limited,200000
Mixtvision,200000
Łukasz Jakowski Games,200000
Rasul Mono,200000
realities.io,200000
Bad Pixel,200000
Artplant,200000
Alex Zhang,200000
Peach Pie Productions,200000
Midnight City ,200000
biplekfp ,200000
Big Head Games Ltd,200000
Overhead Games,200000
Poysky Productions,200000
Noetic,200000
Neognosis,200000
1C Game Studios,200000
Project Moon,200000
3 Sprockets ,200000
2x2 Games,200000
Metaware,200000
Bomb Shelter Games,200000
Anvil Game Studios,200000
Basilisk Games,200000
indie_games_studio,200000
Mi'pu'mi Games GmbH,200000
22cans,200000
Red Unit Studios,200000
2Chance Projects,200000
Mountaineer,200000
"PigDogGames,LLC",200000
Movie Games S.A.,200000
Panzer Gaming Studios,200000
Arachnid Games,200000
Arkane Studios,200000
Panoramik inc,200000
Zloy Krot Studio,200000
Privateer Press Interactive,200000
NewRealityGames,200000
magnussoft,200000
Bare Mettle Entertainment,200000
Pipliz,200000
Arctic Bird Studio,200000
RSPCA,200000
No Moon,200000
Archetype Studios,200000
3X Entertainment Limited,200000
Metanet Software Inc.,200000
Red Team Games,200000
RageSquid,200000
YFYX GAMES,200000
Boxelware,200000
A.Y.std,200000
Aleson,200000
BKOM Studios,200000
Play:D,200000
Open Source Publishing,200000
Bitbox S.L.,200000
Omni Systems,200000
Zakos Games,200000
Refract,200000
Oleg Skutte,200000
Blackbird Interactive,200000
candyrocketstudio,200000
BOT Jungle Productions,200000
storm_sharks,200000
Bit Juggler,200000
REX PEX GAMES,200000
Qooc Software,200000
Agharta Studio,200000
dosowisko.net,200000
Bitten Toast Games Inc.,200000
AtomicTorch Studio,200000
Reality One,200000
PlayRIX,200000
OneBigGame,200000
Axis Game Factory LLC,200000
Rebuilt Games,200000
Acke Hallgren,200000
Playbrains,200000
u&i,200000
Peter Brinson and Kurosh ValaNejad,200000
Absolut Soft LLC,200000
Naga Entertainment,200000
tumangames,200000
Black Eye Games,200000
Actigame Publishing Corp.,200000
Activision Value Inc.,200000
Oomst Games,200000
sparsevector,200000
Peoleo Entertainment,200000
AO2Game,200000
Blam! Games LLC,200000
RCTO Productions,200000
Pixelnest Studio,200000
Osarion,200000
Rati Wattanakornprasit,200000
Oryx Design Lab,200000
Ocelot Society,200000
Alastair John Jack,200000
Mehsoft,200000
Reentry Games,200000
 SOFTSTAR TECHNOLOGY BEIJINGCOLTD,200000
Raum Studio,200000
Penrose Studios,200000
QMx Interactive,200000
菠菜游戏,200000
QCF Design,200000
Osprey Publishing,200000
Mighty Rocket Studio,200000
AtomTeam,200000
BSK Games,200000
Atom Republic,200000
REDBANA CORPORATION,200000
Mystic Box,200000
Xaviant Games,200000
AAD Productions,190000
Stately Snail,190000
hOSHI,190000
Patagoniart,190000
Soldak Entertainment,190000
Serious Games Interactive,190000
DQ Team,190000
Big Fat Simulations Inc.,190000
alexeibelih,190000
Cheesecake,190000
"Mediascape Co., Ltd.",190000
